timestamp,q1_going_out,your_gender,how_old_are_you,which_country_do_you_live_in,which_state_province_county_do_you_live_in,x100_grand_bar,anonymous_brown_globs_that_come_in_black_and_orange_wrappers,any_full_sized_candy_bar,black_jacks,bonkers_the_candy,bonkers_the_board_game,bottle_caps,boxo_raisins,broken_glow_stick,butterfinger,cadbury_creme_eggs,candy_corn,candy_that_is_clearly_just_the_stuff_given_out_for_free_at_restaurants,caramellos,cash_or_other_forms_of_legal_tender,chardonnay,chick_o_sticks_we_don_t_know_what_that_is,chiclets,coffee_crisp,creepy_religious_comics_chick_tracts,dental_paraphenalia,dots,dove_bars,fuzzy_peaches,generic_brand_acetaminophen,glow_sticks,goo_goo_clusters,good_n_plenty,gum_from_baseball_cards,gummy_bears_straight_up,hard_candy,healthy_fruit,heath_bar,hersheys_dark_chocolate,hershey_s_milk_chocolate,hersheys_kisses,hugs_actual_physical_hugs,jolly_rancher_bad_flavor,jolly_ranchers_good_flavor,joy_joy_mit_iodine,junior_mints,senior_mints,kale_smoothie,kinder_happy_hippo,kit_kat,laffy_taffy,lemon_heads,licorice_not_black,licorice_yes_black,lindt_truffle,lollipops,mars,mary_janes,maynards,mike_and_ike,milk_duds,milky_way,regular_m_ms,peanut_m_m_s,blue_m_ms,red_m_ms,third_party_m_ms,minibags_of_chips,mint_kisses,mint_juleps,mr_goodbar,necco_wafers,nerds,nestle_crunch,nown_laters,peeps,pencils,person_of_interest_season_3_dvd_box_set_not_including_disc_4_with_hilarious_outtakes,pixy_stix,reese_s_peanut_butter_cups,reeses_pieces,reggie_jackson_bar,rolos,skittles,smarties_american,smarties_commonwealth,snickers,sourpatch_kids_i_e_abominations_of_nature,spotted_dick,starburst,sweet_tarts,swedish_fish,sweetums_a_friend_to_diabetes,tic_tacs,those_odd_marshmallow_circus_peanut_things,three_musketeers,tolberone_something_or_other,trail_mix,twix,vials_of_pure_high_fructose_corn_syrup_for_main_lining_into_your_vein,vicodin,whatchamacallit_bars,white_bread,whole_wheat_anything,york_peppermint_patties,please_list_any_items_not_included_above_that_give_you_joy,please_list_any_items_not_included_above_that_give_you_despair,please_leave_any_witty_snarky_or_thoughtful_remarks_or_comments_regarding_your_choices,guess_the_number_of_mints_in_my_hand,betty_or_veronica,that_dress_that_went_viral_a_few_years_back_when_i_first_saw_it_it_was,what_is_your_favourite_font,please_estimate_the_degree_s_of_separation_you_have_from_the_following_celebrities_jk_rowling,please_estimate_the_degree_s_of_separation_you_have_from_the_following_celebrities_jj_abrams,please_estimate_the_degree_s_of_separation_you_have_from_the_following_celebrities_beyonce,please_estimate_the_degree_s_of_separation_you_have_from_the_following_celebrities_bieber,please_estimate_the_degree_s_of_separation_you_have_from_the_following_celebrities_kevin_bacon,please_estimate_the_degree_s_of_separation_you_have_from_the_following_celebrities_francis_bacon_1561_1626,which_day_do_you_prefer_friday_or_sunday,do_you_eat_apples_the_correct_way_east_to_west_side_to_side_or_do_you_eat_them_like_a_freak_of_nature_south_to_north_bottom_to_top,when_you_see_the_above_image_of_the_4_different_websites_which_one_would_you_most_likely_check_out_please_be_honest,york_peppermint_patties_ignore
2016-10-24T18:46:37Z,No,NA,29.0,Usa,Md,JOY,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,NA,NA,NA,7.0,???,Blue and black,NA,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Sunday,East to West,Science: Latest News and Headlines,NA
2016-10-24T18:47:35Z,No,Male,57.0,USA,illinois,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,Almond Joy,Communion Wafers,Church Should be more Almond Joyful,0.0,Betty,Blue and black,Sal Hipatica,3 or higher,3 or higher,3 or higher,3 or higher,2.0,2.0,Sunday,East to West,ESPN,NA
2016-10-24T18:50:10Z,No,Male,37.0,USA,Michigan,MEH,DESPAIR,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,NA,JOY,MEH,glow in the dark plastic spider rings even if they're way too small for me anymore,temporary tattoos,NA,0.0,???,White and gold,80x25 EGA with slashes in the zeros instead of dots,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,East to West,NA,NA
2016-10-24T18:54:23Z,No,Female,53.0,usa,idaho,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,NA,NA,NA,5.0,Betty,White and gold,garamond,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T18:55:07Z,No,Other,26.0,United States,Connecticut,JOY,DESPAIR,JOY,NA,NA,NA,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,NA,MEH,NA,DESPAIR,DESPAIR,MEH,JOY,NA,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,NA,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,NA,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,NA,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,"caramels, caramel cremes",popcorn,"On one hand, as an adult I'd appreciate the random alcohols mentioned here. On the other, I could only think of how you'd do that. Giving out the mini bottles of chardonnay you get on airplanes? I imagined those barrel juice drinks but for alcohol. What a delightful thought.",37.0,Veronica,Blue and black,Garamond,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,South to North,Science: Latest News and Headlines,NA
2016-10-24T18:57:28Z,No,Male,23.2,god's country,douglass commonwealth,JOY,MEH,JOY,NA,NA,NA,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,NA,NA,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,NA,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,NA,MEH,NA,DESPAIR,NA,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,NA,NA,JOY,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,NA,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,NA,DESPAIR,JOY,NA,JOY,JOY,JOY,NA,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,"homemade cookies, hot tamales, free razors,","those wierd lip things, stray hair,","i stopped liking hard candy by the 12 or 13, chocolate remains a favorite, but i despise the pb and c combo.  hot tamales",1 gooey mess,Betty,Blue and black,tacoma,3 or higher,3 or higher,3 or higher,2.0,3 or higher,3 or higher,Sunday,start at the stem/ the big round top bits,YAHOO! Finance.,NA
2016-10-24T19:00:24Z,No,Female,31.0,USA,MN,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,"gin and tonics, going to bed at a reasonable hour, actually having sufficient staffing to take time off",NA,NA,7.0,Betty,White and gold,Baskerville,NA,NA,NA,NA,NA,NA,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:01:10Z,No,Female,34.0,United states,DC,NA,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,NA,NA,NA,5.0,Veronica,White and gold,Times New Roman,NA,NA,NA,NA,NA,NA,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:03:15Z,No,Female,36.0,Usa,California,JOY,DESPAIR,JOY,NA,NA,NA,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,JOY,NA,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,NA,MEH,NA,NA,NA,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,NA,NA,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,NA,NA,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,NA,DESPAIR,JOY,JOY,NA,JOY,MEH,DESPAIR,NA,JOY,MEH,NA,MEH,MEH,NA,NA,NA,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,Tootsie roll,Hard boiled egg,NA,51.0,Veronica,White and gold,Garamond,3 or higher,3 or higher,3 or higher,3 or higher,2.0,3 or higher,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:03:20Z,Yes,Male,56.0,usa,"kings county, new york",MEH,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,NA,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,NA,JOY,JOY,JOY,MEH,JOY,MEH,JOY,NA,JOY,MEH,JOY,MEH,JOY,JOY,NA,DESPAIR,JOY,MEH,JOY,MEH,JOY,NA,JOY,MEH,DESPAIR,DESPAIR,JOY,margaritas,apples with razors in them,"less gluten free, more peanuts -- for the kids!",4.0,Betty,White and gold,garamond,3 or higher,3 or higher,2.0,3 or higher,2.0,3 or higher,Sunday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:08:31Z,No,Female,32.0,USA,Nebraska,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,Kinder Bueno,NA,NA,7.0,???,Blue and black,Helvetica,3 or higher,2.0,1.0,1.0,2.0,"Actually, that's me.",Friday,South to North,Science: Latest News and Headlines,NA
2016-10-24T19:14:58Z,No,Male,32.0,USA,Arizona,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,"Holiday reese's peanut butter shapes, candy corn pumpkins, baby ruth bar",plastic spider rings,NA,4.0,Betty,Blue and black,Arial,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:18:01Z,No,Male,33.0,United States,KS,NA,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,NA,NA,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,NA,NA,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,NA,DESPAIR,NA,JOY,NA,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,NA,NA,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,NA,NA,JOY,JOY,NA,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,NA,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,NA,DESPAIR,JOY,DESPAIR,Do Take 5 still exist?,Anything containing coconut.,NA,44.0,???,White and gold,Tahoma,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,East to West,YAHOO! Finance.,NA
2016-10-24T19:18:11Z,No,Male,37.0,Us,"California, LA county",MEH,NA,JOY,NA,NA,NA,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,NA,MEH,JOY,NA,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,NA,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,NA,MEH,NA,DESPAIR,NA,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,MEH,MEH,NA,NA,NA,JOY,MEH,JOY,MEH,MEH,MEH,NA,DESPAIR,DESPAIR,NA,NA,NA,JOY,JOY,NA,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,NA,MEH,JOY,JOY,NA,JOY,MEH,DESPAIR,MEH,NA,NA,NA,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,NA,DESPAIR,DESPAIR,DESPAIR,NA,NA,NA,123.0,???,White and gold,Times new Roman,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:18:59Z,No,Female,28.0,canada,ns,MEH,MEH,JOY,NA,NA,NA,NA,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,NA,JOY,NA,NA,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,NA,DESPAIR,NA,MEH,MEH,MEH,NA,MEH,JOY,MEH,DESPAIR,MEH,JOY,NA,JOY,NA,NA,NA,JOY,JOY,NA,MEH,DESPAIR,JOY,MEH,JOY,NA,NA,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,NA,NA,NA,JOY,JOY,NA,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,NA,JOY,JOY,DESPAIR,MEH,JOY,JOY,NA,JOY,MEH,MEH,NA,MEH,NA,MEH,JOY,MEH,JOY,NA,NA,NA,NA,NA,MEH,NA,NA,NA,2.0,Betty,White and gold,NA,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Sunday,around the world,Science: Latest News and Headlines,NA
2016-10-24T19:21:39Z,No,Female,25.0,South Korea,from Florida,JOY,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,Milky Way Midnights!,NA,NA,4.0,Betty,Blue and black,Malgum gothic,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Sunday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:26:28Z,Yes,Female,11.0,USA,NA,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,Food,Healthy Food/ Toothbrushes,NA,5.0,???,White and gold,Market Felt,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,Both,ESPN,NA
2016-10-24T19:27:21Z,Yes,Male,16.0,USA!!!!!!,Cali Baby!,JOY,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOY,NA,NA,NA,NA,NA,NA,NA,Blue and black,NA,"Actually, that's me.","Actually, that's me.","Actually, that's me.","Actually, that's me.","Actually, that's me.",1.0,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:28:01Z,Yes,Male,44.0,US,CO,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,NA,NA,NA,4.0,Veronica,Blue and black,Frutiger,3 or higher,2.0,3 or higher,3 or higher,2.0,1.0,Friday,East to West,Science: Latest News and Headlines,NA
2016-10-24T19:33:02Z,No,Male,33.0,United States,Oklahoma,MEH,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,Hot Tamales,Cherry Mash,NA,0.0,???,White and gold,Lucinda,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,3 or higher,Friday,South to North,Science: Latest News and Headlines,NA
